id,host_id,host_response_time,host_response_rate,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,last_review,review_scores_rating,reviews_per_month
568446,2797260,within a day,0.88,Centrum-Oost,Amsterdam,1011 GH,52.37226,4.90191,Apartment,Entire home/apt,2,1,1,2,Real Bed,"{Internet,Wifi,Kitchen,""Smoking allowed"",""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",130,680,1950,40,2,4,120,81,3,43443,96,1.02
568613,2798173,within a day,1,De Baarsjes - Oud-West,Amsterdam,1053,52.36547,4.86508,Apartment,Private room,2,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",90,630,1600,35,2,10,31,31,9,43409,96,0.47
569499,2717897,within an hour,1,Oud-Oost,Amsterdam,1092,52.35815,4.91873,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Paid parking on premises""}",95,,,30,2,7,1124,3,2,43394,93,0.21
570753,2439449,within an hour,1,Zuid,Amsterdam,1075,52.34934,4.86913,Bed and breakfast,Private room,3,1,1,2,Real Bed,"{""Cable TV"",Wifi,Heating,Essentials}",65,370,900,20,1,3,30,326,53,43522,97,4.05
571029,2810037,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,,52.3684,4.86064,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""High chair"",""Children?ôs dinnerware"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Host greets you""}",150,600,1600,69,2,3,1124,10,2,43247,98,0.13
571130,2809841,N/A,N/A,Centrum-West,Amsterdam,1013,52.3787,4.89095,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Heating,Essentials}",125,775,,50,1,3,21,5,0,42570,96,0.11
572208,2815910,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1053,52.36671,4.87275,Apartment,Entire home/apt,2,1.5,2,1,Real Bed,"{TV,""Cable TV"",Internet,""Wheelchair accessible"",Kitchen,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens""}",206,2000,4500,100,4,2,10,26,0,42975,96,0.38
575603,2830952,within an hour,1,Centrum-Oost,Amsterdam,1017,52.36069,4.89302,Loft,Entire home/apt,4,2,4,7,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Baby monitor"",""Outlet covers"",Bathtub,""High chair"",Crib,""Pack ?ôn Play/travel crib"",""Children?ôs dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed""}",245,1470,3250,30,1,5,35,11,3,43467,95,0.2
575615,2831228,within an hour,1,Centrum-Oost,Amsterdam,1011,52.37076,4.90295,Apartment,Entire home/apt,5,1,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Patio or balcony""}",200,1250,,50,1,3,22,30,5,43517,93,0.38
579851,2851886,within an hour,1,Westerpark,Amsterdam,1013,52.38982,4.88421,Guest suite,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront}",129,800,,,2,2,21,374,64,43513,99,4.79
580978,2859023,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1057,52.36534,4.85654,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{Internet,Wifi,Kitchen,Washer}",97,600,900,25,2,7,21,6,0,42372,97,0.09
581342,1544456,N/A,N/A,De Pijp - Rivierenbuurt,Amsterdam,1073,52.35403,4.89983,Apartment,Entire home/apt,4,1,3,3,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""High chair"",""Children?ôs books and toys"",""Hot water"",""Luggage dropoff allowed""}",250,,,50,4,2,365,71,8,43344,91,0.91
581869,2865047,N/A,N/A,De Pijp - Rivierenbuurt,Amsterdam,1072,52.35239,4.88894,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,""Patio or balcony""}",140,,,50,2,2,365,15,6,43429,87,0.19
582028,2865851,within an hour,1,Slotervaart,Amsterdam,,52.35933,4.84151,Apartment,Entire home/apt,2,1,2,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Baby bath"",""Changing table"",""High chair"",""Children?ôs books and toys"",""Children?ôs dinnerware"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Wide hallway clearance"",""Well-lit path to entrance"",""Step-free access"",""Electric profiling bed""}",85,499,,45,2,8,24,10,1,43464,96,0.15
582030,405625,within a few hours,1,Bos en Lommer,Amsterdam,1055,52.37809,4.85039,Apartment,Entire home/apt,2,0.5,1,1,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens""}",138,795,,45,1,3,50,19,2,43308,99,0.24
582121,2866447,N/A,N/A,Centrum-West,Amsterdam,1016 KV,52.37441,4.88068,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",120,,,60,1,3,60,59,13,43346,96,0.82
582135,2866493,N/A,N/A,Oud-Noord,Amsterdam,1021,52.38723,4.91974,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Flat path to front door""}",100,750,,,2,4,14,10,0,42987,96,0.47
582280,2867494,within an hour,1,Geuzenveld - Slotermeer,Amsterdam,1064,52.37696,4.81277,Apartment,Private room,2,1.5,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",""Hot water"",""Host greets you""}",32,200,800,15,1,1,31,241,47,43373,87,3.26
582382,2868026,N/A,N/A,Oud-Noord,Amsterdam,1032,52.39387,4.91687,Townhouse,Entire home/apt,4,1.5,3,4,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",Washer,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",150,750,,50,1,4,12,17,2,43318,97,0.21
582435,1206005,within a day,1,Westerpark,Amsterdam,1051,52.37994,4.87261,Apartment,Entire home/apt,4,1,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""High chair"",""Hot water"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",300,,,70,4,2,1125,25,2,43282,95,0.31
584258,2878977,within a day,1,Zuid,Amsterdam,1075,52.35372,4.85579,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",139,725,,45,1,3,1125,8,5,43249,100,0.17
584938,199266,N/A,N/A,Centrum-Oost,Amsterdam,1011,52.37246,4.90278,Townhouse,Entire home/apt,4,2,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",230,1500,4500,75,2,2,30,1,0,42967,80,0.05
584995,2882910,within a day,0.5,Westerpark,Amsterdam,1051,52.38394,4.87352,Apartment,Entire home/apt,2,1,2,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer}",150,600,,,2,3,14,4,0,42883,100,0.05
585258,2049843,within a few hours,0.91,Oostelijk Havengebied - Indische Buurt,Amsterdam,1019,52.37573,4.93741,Apartment,Private room,1,1.5,1,1,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,Washer,Essentials,Hangers,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",Other,Waterfront}",90,600,1260,75,1,60,1125,8,0,42714,88,0.13
588020,1759884,within a few hours,1,Centrum-Oost,Amsterdam,1018,52.3709,4.91308,Apartment,Entire home/apt,6,1,3,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",360,,4600,,1,3,90,111,32,43514,88,2.24
588059,1501059,N/A,N/A,Centrum-Oost,Amsterdam,1017ZL,52.3598,4.89916,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Baby bath"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Host greets you""}",110,700,1950,55,2,180,365,39,0,42288,97,0.49
588116,2901110,within an hour,1,Oud-Oost,Amsterdam,1091,52.35045,4.91614,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other,""Paid parking on premises""}",90,550,1800,35,2,4,1125,37,2,43401,96,0.55
588288,1759884,within a few hours,1,Centrum-West,Amsterdam,1013,52.38019,4.89452,Apartment,Entire home/apt,4,1,2,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,Heating,Washer,Dryer,Hangers,""Hair dryer"",Microwave,""Coffee maker"",Refrigerator,Waterfront}",270,1600,4500,,5,7,180,43,12,43466,87,0.73
589194,2906309,N/A,N/A,Oud-Oost,Amsterdam,1091,52.35374,4.90931,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Cable TV"",Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector""}",85,,,15,2,5,1125,25,0,42776,94,0.32
589237,2906532,N/A,N/A,Zuid,Amsterdam,1058 NG,52.35289,4.85213,Apartment,Entire home/apt,5,1,3,3,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,""First aid kit"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Baby bath"",""Children?ôs books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Wide entryway"",""Host greets you""}",118,,1400,80,2,5,1125,17,4,43313,91,0.21
590236,2912339,within a day,0.83,De Baarsjes - Oud-West,Amsterdam,1057,52.36692,4.85332,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Pets allowed"",Heating,Washer,""Smoke detector"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Other}",130,,,10,2,4,8,33,3,43347,97,0.43
590386,2913467,N/A,N/A,Watergraafsmeer,Amsterdam,1098,52.35495,4.93233,Apartment,Entire home/apt,4,1.5,4,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer}",140,875,,100,4,2,1125,7,0,42945,97,0.09
590681,2914846,N/A,N/A,Zuid,Amsterdam,1059,52.34724,4.85026,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",Essentials}",150,,,50,2,2,21,8,0,42623,100,0.1
591951,2580855,within a few hours,1,Bijlmer-Oost,Amsterdam-Zuidoost,1103,52.32698,4.98295,House,Entire home/apt,5,1.5,3,5,Real Bed,"{TV,""Cable TV"",Wifi,""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children?ôs books and toys"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard""}",225,,,95,4,1,30,49,8,43429,96,0.62
593101,2408429,within an hour,1,Centrum-Oost,Amsterdam,1018 JM,52.36994,4.91482,Serviced apartment,Private room,2,1,1,1,Real Bed,"{Wifi,""Paid parking off premises"",Breakfast,Elevator,Heating,""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Children?ôs books and toys"",""Babysitter recommendations"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Handheld shower head""}",65,500,1500,25,1,3,7,263,74,43530,97,4.46
593483,2923773,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1053,52.36616,4.86647,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Essentials}",90,690,2070,,3,2,365,210,0,42856,89,2.82
594474,2871004,N/A,N/A,Zuid,Amsterdam,1071,52.35389,4.88206,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",200,1300,,35,1,2,65,32,0,42371,97,0.4
600983,2974208,within an hour,1,Centrum-Oost,Amsterdam,1018,52.36716,4.9269,Bed and breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Paid parking off premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Host greets you""}",90,,,15,1,2,5,193,61,43526,99,2.45
601498,2976221,within a day,0.86,Oud-Oost,Amsterdam,1091 CL,52.3566,4.90834,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you""}",150,,,45,2,1,30,18,11,43449,89,0.23
601882,2977834,N/A,N/A,Centrum-West,Amsterdam,1015,52.3748,4.87739,Apartment,Entire home/apt,2,1,2,4,Real Bed,"{""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,Heating,""Family/kid friendly"",Washer}",150,,,35,4,4,1125,20,0,42249,98,0.25
