SeriesCode,Topic,IndicatorName,ShortDefinition,LongDefinition,UnitOfMeasure,industryCode,measureUnit,code
DT.NTR.DPPG.CD,Economic Policy & Debt: External debt: Net transfers,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",,"Public debt is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.",,DT,CD,NTR.DPPG
DT.NTR.DECT.CD,Economic Policy & Debt: External debt: Net transfers,"Net transfers on external debt, total (NTR, current US$)",,Net transfers on external debt are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,,DT,CD,NTR.DECT
DT.NTR.PNGB.CD,Economic Policy & Debt: External debt: Net transfers,"PNG, bonds (NTR, current US$)",,Nonguaranteed long-term debt from bonds that are privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,,DT,CD,NTR.PNGB
DT.NTR.PNGC.CD,Economic Policy & Debt: External debt: Net transfers,"PNG, commercial banks and other creditors (NTR, current US$)",,Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,,DT,CD,NTR.PNGC
DT.NTR.BLAT.CD,Economic Policy & Debt: External debt: Net transfers,"PPG, bilateral (NTR, current US$)",,"Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",,DT,CD,NTR.BLAT
DT.NTR.BLTC.CD,Economic Policy & Debt: External debt: Net transfers,"PPG, bilateral concessional (NTR, current US$)",,"Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 10 percent. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",,DT,CD,NTR.BLTC
DT.NTR.PBND.CD,Economic Policy & Debt: External debt: Net transfers,"PPG, bonds (NTR, current US$)",,Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,,DT,CD,NTR.PBND
DT.NTR.PCBK.CD,Economic Policy & Debt: External debt: Net transfers,"PPG, commercial banks (NTR, current US$)",,Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,,DT,CD,NTR.PCBK
DT.NTR.MIBR.CD,Economic Policy & Debt: External debt: Net transfers,"PPG, IBRD (NTR, current US$)",,Public and publicly guaranteed debt outstanding from the International Bank for Reconstruction and Development (IBRD) is nonconcessional. Nonconcessional debt excludes loans with an original grant element of 25 percent or more. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,,DT,CD,NTR.MIBR
DT.NTR.MIDA.CD,Economic Policy & Debt: External debt: Net transfers,"PPG, IDA (NTR, current US$)",,"Public and publicly guaranteed debt outstanding from the International Development Association (IDA) is concessional. Concessional debt is defined as loans with an original grant element of 25 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 10 percent. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",,DT,CD,NTR.MIDA
DT.NTR.MLAT.CD,Economic Policy & Debt: External debt: Net transfers,"PPG, multilateral (NTR, current US$)",,"Public and publicly guaranteed multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",,DT,CD,NTR.MLAT
